0.41689,0.15872,0.22658,0.23653,1.3876,-0.075278,-0.020975,-0.10623,0.17416,0.60552,-0.20413,0.13622,-0.036898,0.26989,0.44093,-0.47043,0.70407,-0.11066,0.29417,-0.45004,0.6294,-0.38683,0.64994,0.037641,0.052295,0.43332,-0.23281,-0.22869,-0.43845,-0.77417,0.85757,-0.029123,-0.33499,-0.31814,-0.62059,0.17847,-0.1516,-0.47608,0.47359,-0.17418,0.57119,0.14239
0.61153,0.35135,0.18356,0.14179,1.302,-0.25516,-0.22483,-0.30302,-0.040187,4.8667,1.366,0.43534,-0.38009,0.35724,-0.2927,-0.85092,0.96585,-0.33517,0.4156,-1.2674,1.1843,-0.40701,1.2419,-0.27167,0.093373,0.053661,-0.3631,-0.30344,-0.87085,-1.5712,1.728,0.025052,-0.96008,-1.0009,-1.24,0.30131,-0.80261,-1.4463,0.96189,0.47327,0.72949,-0.051003
0.65632,0.34248,0.27495,-0.088082,0.16228,-0.17782,-0.025444,-0.30373,-0.1385,4.701,4.8649,0.22863,-0.26836,0.042,-0.050531,-0.23096,0.54825,-0.17992,0.18163,-0.91674,0.36476,-0.30004,1.3788,-0.5978,0.10943,-0.82219,-0.31656,-0.89953,-0.50847,-0.86186,1.4336,0.11918,-0.58513,-0.65225,-0.84747,0.045761,-1.0862,-0.61251,0.36449,1.1125,0.69934,-0.20765
0.79339,0.1743,0.16504,-0.090209,1.0466,-0.28184,0.30257,-0.33408,-0.065547,3.0454,6.2899,0.060688,-0.28571,-0.10448,0.05703,-0.27887,0.4193,-0.25873,0.2218,-0.8768,0.084565,-0.56292,1.9862,-0.62621,-0.3534,0.28264,-0.12866,-0.68303,-0.68508,-1.3058,1.9454,-0.12567,-0.012635,-0.23223,-1.1797,-0.07655,-1.319,0.35419,0.25385,0.47544,0.58174,-0.24677
0.61342,-0.063337,0.13468,-0.06139,0.24423,-0.28558,-0.15561,-0.43749,0.027101,3.765,1.9393,-0.062894,-0.23938,-0.28269,-0.42027,-0.15016,0.61891,-0.14937,0.025975,-0.71662,0.042334,-0.57436,1.5575,-0.27009,-0.28027,-0.67555,0.027039,-0.20028,-0.54385,-0.9503,0.56619,-0.16173,-0.33933,-0.70742,-0.91425,-0.39509,-1.1616,-0.23602,0.57106,0.60459,0.23785,0.22699
0.71135,-0.019871,0.38115,-0.054958,-0.83818,-0.24704,-0.37702,-0.55782,-0.061454,4.3009,1.0111,0.093303,-0.092603,0.030012,-0.21902,-0.47896,0.51315,-0.20721,-0.097008,-0.76769,1.3123,-0.48804,1.9452,-0.25871,-0.21417,-0.78245,-0.28274,0.029041,-0.29584,-1.1122,0.99058,-0.21458,-0.59158,-0.88493,-0.019214,-0.26789,-0.92871,-0.8412,0.60205,0.25273,0.49551,0.051413
0.48509,0.22969,0.42114,-0.19202,-0.70769,-0.42472,-0.54471,-0.51094,-0.21039,3.9703,0.24665,-0.093384,-0.00911,-0.28367,-0.34439,-0.30237,0.67764,-0.35698,-0.11533,-0.62052,0.57769,-0.17897,1.1747,-0.21226,-0.11761,-1.1344,-0.35448,0.033483,-0.12149,-1.0115,2.9317,-0.10517,-0.45282,-0.64574,1.08,0.19901,-1.091,-0.39928,0.50225,0.11383,0.48371,0.040929
0.57316,0.032413,0.37502,0.22933,-0.40289,-0.11142,-0.024439,-0.58889,0.0064033,5.6499,0.071255,0.12555,0.028845,0.033187,0.1323,-0.088431,0.73061,-0.088535,-0.094038,-0.51402,0.16658,-0.50793,1.6971,-0.15551,-0.33855,-0.59663,-0.59552,-0.49782,-0.036737,-0.38739,0.6405,0.11566,-0.22328,-0.28373,1.4896,0.11574,-0.98056,0.048253,0.3933,0.091274,1.1307,0.040899
0.6237,-0.14869,0.1335,0.16935,-0.8425,-0.29617,0.038156,-0.55524,-0.049943,4.9796,-0.011241,0.047899,-0.097398,0.18341,-0.074201,-0.039577,0.2383,-0.11118,-0.12571,-0.68268,0.09533,-0.33208,1.0414,-0.44421,0.012043,-0.97813,-0.18318,-0.081001,-0.037551,-0.8491,0.17438,-0.034914,-0.11927,-0.25826,0.32967,0.057865,-0.87413,0.45699,0.43502,0.0083814,0.83211,-0.10227
0.89791,-0.072626,0.19265,0.27195,-0.60746,-0.24373,-0.065607,-0.57291,-0.0099442,5.367,0.1546,-0.052363,-0.061637,-0.0068747,0.08692,-0.039414,0.45581,0.048018,-0.26622,-0.49224,-0.084545,-0.57276,1.4022,-0.10035,-0.31678,-0.66858,-0.38479,-0.48165,-0.26494,-0.57801,-0.6475,-0.15723,0.50616,-0.64215,-0.51274,-0.18406,-0.9279,1.2324,0.3389,0.080146,1.1255,-0.049449
0.79267,-0.11663,-0.1064,0.4026,-0.54721,-0.23657,-0.052552,-0.60236,0.091779,3.4433,-0.21402,-0.022112,0.21193,0.0022917,0.31825,0.082083,0.18169,0.11897,-0.15024,-0.18871,0.30149,-0.72975,1.8852,-0.27854,-0.064977,-0.87876,-0.28862,-0.52218,-0.17403,-0.67252,-0.81258,-0.29135,0.049694,-0.66136,-0.80148,-0.38464,-1.2659,0.6156,0.29151,0.15524,0.7057,-0.15191
0.3412,0.1013,-0.27535,0.30372,-0.89169,-0.29557,-0.33898,-0.56635,-0.16903,2.5405,0.16119,0.25103,0.21935,-0.0037301,-0.54922,0.087044,0.29718,-0.17104,-0.075805,-0.87137,0.9538,-0.63003,1.5,-0.36705,0.7639,-1.3727,-0.29529,0.13272,0.084187,-1.0721,-0.034112,-0.23155,-0.62535,-0.72521,-0.12598,-0.2857,-0.99876,-0.48641,0.75117,-0.072407,0.4528,-0.080088
0.58824,0.15215,0.033602,0.13667,-0.21342,-0.32147,-0.62927,-0.62661,-0.10218,2.4647,0.41357,0.0527,0.10817,0.19143,-0.56288,-0.29628,0.64452,-0.11794,-0.27039,-0.75936,1.3242,-0.55192,1.1386,0.021316,0.97825,-0.7387,-0.33229,-0.30029,0.13525,-0.92937,-0.06499,-0.052516,-0.66474,-1.0059,0.040837,-0.2641,-0.41046,-0.3229,1.2581,-0.00065833,0.41934,-0.095658
0.45172,-0.051663,0.36411,0.34501,-0.35868,-0.24608,-0.13965,-0.53199,-0.093577,1.4294,0.22293,0.19134,0.32213,-0.0019078,-0.083079,-0.20326,0.79213,-0.059583,-0.21483,-0.42117,1.1058,-0.59305,1.1152,0.059658,0.35254,-0.43944,-0.28873,-0.49504,0.059635,-0.42369,-0.6476,-0.023948,-0.52678,-0.42372,0.16036,-0.12683,-0.67816,0.062105,0.90684,0.3051,0.43727,0.043304
0.43371,-0.22688,0.36977,0.32894,-0.16861,-0.46588,0.029792,-0.55525,0.14268,1.6645,0.43362,-0.0022729,0.22696,-0.25137,0.77964,-0.40877,0.22744,-0.18105,-0.28317,-0.31638,0.44412,-0.55918,0.95081,-0.12671,0.5265,-0.52768,-0.25163,-0.28034,0.26854,-0.62641,0.44935,-0.044029,-0.0058235,-0.68376,0.10115,-0.20796,-0.66416,0.93607,1.1694,0.24482,0.35034,0.012646
