2.4542,4.281,-0.3124,-0.41034,-0.18808,7.0781,-0.20386,1.485,0.10708,-0.72502,-0.21688,7.5269,-0.12499,-0.73015,0.70989,0.77445,1.8015,0.057712,0.79409,0.51729,-1.6189,0.26482,1.0147,-1.0126,0.63034,-0.30271,-0.14014,0.30435,-1.5348,5.4982,-0.1786,-0.2221,-0.3983,0.79868,0.1373,2.8604,0.5265,-0.040685,-0.35446,-0.32754,-0.40453,0.087728,1.4449,-0.36701,0.046337,-0.47993,1.9432,-0.28068,-0.32773,-0.28643,5.663,0.30762,-0.74131,-0.25373,0.004928,-0.060175,0.89873,0.29209,0.021915,-0.37019,-0.28245,0.13699,-0.26539,-0.52533,0.22862,-0.12145,-0.091001,-0.053154,-0.48316,-0.20088,0.070843,0.020878
4.556,6.8743,-0.10581,-0.52791,0.20014,10.478,0.084234,6.1809,0.32433,0.50842,-0.6094,14.539,-0.32836,-1.6112,0.92568,1.1669,2.382,0.80431,1.435,0.80622,-1.8858,-0.15771,1.5279,-0.69327,0.23814,-0.63657,-0.01955,0.6236,3.1467,6.8123,-0.46822,-0.49505,-1.0987,0.4925,0.16928,3.9289,-0.032902,-0.53274,-0.43441,-0.91896,-1.1476,2.8268,1.2393,-0.9726,0.11674,-0.69969,2.5817,-0.53177,-1.0673,-0.6484,9.6875,0.28422,0.17166,-0.20658,0.14728,-0.12166,1.9421,0.38418,-0.1966,-0.59023,-0.37864,-0.15535,-0.22578,-1.164,0.10891,0.26036,-0.25149,0.21474,-0.42379,-0.31984,0.21808,0.050519
3.284,3.4616,-0.4522,-0.57047,-0.20769,8.0158,-0.95244,4.6033,-0.053698,1.6994,-0.89772,10.272,-0.5245,-0.34308,-0.50912,0.34778,1.4741,0.34813,0.57881,0.12935,1.0552,-2.8871,1.5455,0.15425,0.39026,-0.5804,0.16792,0.19598,10.758,7.1873,-0.21878,-0.48363,-0.59359,2.3637,-0.28403,5.1669,-1.5244,-0.94162,-0.61482,-1.1192,-2.3589,1.9073,2.9581,-1.1815,-0.046554,-0.58073,0.49045,-0.10754,-1.3287,-0.98148,22.74,-0.67931,5.4353,-0.30939,0.056004,-0.18634,2.5736,-0.35478,-0.40272,-1.3204,-0.36718,-0.39936,-0.44299,-1.0265,5.0588e-05,0.19852,-0.28984,0.56598,-0.39396,-0.36618,0.0096517,0.16632
3.205,2.6182,-1.0272,-0.67694,-0.45624,7.4921,-1.2267,3.528,-0.32211,-0.046647,-0.89451,9.9237,-0.53967,-0.81601,0.35781,0.31718,2.9622,-0.3054,-0.27959,0.086768,1.9607,-2.3834,1.9588,0.30574,0.76129,-0.8983,0.015608,-0.077664,5.7202,8.1797,-0.85987,-0.34731,-1.0993,13.457,-0.5748,4.952,-1.5199,-1.0364,-0.86828,-1.2284,-2.0625,1.3214,1.8112,-0.28545,-0.088754,-0.78209,-0.26302,-0.20924,-1.2307,-0.92429,30.61,-1.4353,4.0496,-0.62571,-0.25141,-0.17614,4.2946,-0.3402,-0.32549,-0.80253,-0.48693,-0.64715,-0.61721,-0.90087,-0.07031,-0.29428,-0.24273,0.30068,-0.86353,-0.68787,-0.21101,0.13842
2.4045,1.4264,-0.17997,-0.52757,-0.24512,3.2964,-0.21011,2.3396,-0.059576,-0.21732,1.595,7.6333,-0.58512,-1.171,3.3909,0.078303,2.4322,-0.028842,-0.39123,0.4001,2.1198,-0.99529,1.2265,0.91889,-0.18095,-0.83017,0.12137,-0.25613,3.8883,4.6971,-0.39302,-0.26953,-0.98642,22.639,-0.74076,2.1705,-1.2685,-0.94917,-0.60847,-0.87278,-1.0865,1.5212,-0.064066,1.0541,-0.085832,-0.32213,-0.65026,-0.15861,0.28269,-0.50523,24.761,-1.5211,3.0769,-0.48567,-0.020058,-0.22889,4.3115,0.27117,0.43749,-0.65701,-0.23323,-0.38392,-0.73919,-1.1706,-0.35358,-0.24231,-0.2656,-0.0087773,-0.33582,-0.36823,-0.19984,0.0025355
2.023,1.1321,0.49863,-0.58712,-0.67362,3.8864,0.25996,3.2651,-0.38127,-0.81684,1.3481,8.6893,-0.37916,-0.70181,2.3306,-0.16448,2.5544,-0.7252,-0.90734,0.88944,1.436,0.40843,0.98733,2.0196,1.3149,-1.0128,-0.27676,-0.15857,2.0296,6.8281,0.55296,-0.26331,-0.37941,19.657,-0.74489,2.9209,-2.0013,-1.2499,-0.77532,-0.22113,0.14693,2.5419,1.4299,0.06214,-0.067007,-0.63044,-0.54464,0.095718,-0.44396,-0.76473,25.204,-1.785,2.6902,-1.0355,0.45547,-0.18021,2.5933,-0.046627,-0.16457,1.1417,-0.47952,-0.28017,-0.4184,-1.2875,-0.29816,-0.42548,-0.1649,-0.07992,-0.28283,-0.21037,-0.072601,-0.1328
1.9235,0.88979,0.27623,-0.53461,-0.51694,6.1996,1.3334,2.1614,-0.2977,-0.70248,0.59381,9.2449,-0.14625,-0.77863,1.9841,0.2346,1.0011,-0.0095816,-0.42776,1.1476,-0.21705,2.3391,1.0036,1.387,3.2632,-1.0177,-0.4231,-0.35393,1.7168,10.37,-0.090191,-0.43949,-0.29728,13.802,-1.0106,-1.0121,-1.961,-1.1089,-0.89216,1.5746,3.1828,0.36223,2.4713,0.12256,-0.054452,-0.65183,0.14403,-0.092483,-1.0029,-0.8271,22.327,-1.6299,1.5736,-0.50766,0.06705,-0.031328,0.20802,-0.32287,-0.65579,3.3149,-0.42824,-0.14691,0.30093,-0.88509,-0.66657,-0.40545,-0.083286,-0.23885,-0.30718,-0.053444,-0.035742,-0.067998
1.6302,0.2635,0.56628,-0.74778,-0.22654,6.2305,0.13258,1.8131,-0.69282,-0.87976,0.19343,6.4712,-0.22583,-0.59219,1.7012,-0.084347,3.308,0.065884,-0.34577,0.46556,0.47687,1.9738,1.2707,0.81702,0.16521,-0.74438,-0.42076,-0.10219,0.77217,9.6121,0.55136,-0.41233,-0.34904,11.541,-0.19632,1.4279,-2.3896,-1.2281,-0.766,0.30153,1.6977,0.021918,2.2967,-0.17376,-0.10841,-0.71806,1.8635,0.024726,-1.2872,-0.75071,19.768,-1.5554,1.7609,-0.12662,-0.36721,-0.17875,-0.40076,-0.56579,-0.66187,1.5192,-0.5443,-0.25917,-0.32234,-0.79651,-0.69249,-0.42082,-0.13724,-0.27697,-0.53417,-0.19619,-0.093886,-0.14201
1.0817,-0.094999,-0.18226,-0.26362,-0.093425,4.9305,0.21599,1.5187,1.245,-0.93236,-0.091299,5.8304,-0.18127,-1.1883,0.64833,-0.7167,2.6391,-0.22421,-0.92814,0.6277,0.76645,1.4104,1.0937,1.3623,0.38907,-0.85944,0.065609,0.055124,0.13501,6.716,-0.067577,-0.33369,-0.9663,13.888,0.93145,1.2756,-1.7797,-1.1629,-0.5872,-0.1893,1.4405,0.36979,2.3983,-0.047686,-0.084083,-0.54904,1.0893,-0.17663,-1.5561,-0.70619,18.281,-0.91806,1.5702,-0.12306,0.49434,-0.22568,0.43973,-0.3194,-0.75763,1.7709,-0.50068,-0.49583,0.19494,-1.0204,-0.81494,-0.4067,-0.10128,0.091852,-0.2381,-0.68139,-0.22623,-0.14142
0.8839,-0.48932,0.47865,-0.049015,0.52988,1.1094,-0.0057628,1.4356,1.7463,-0.76845,-0.17985,4.4264,-0.17257,0.64995,0.62665,-0.22278,2.0538,-0.11712,-0.83528,-0.16501,0.85454,0.70095,1.2784,0.80641,-0.063309,-0.92655,0.23461,-0.071284,-0.001521,7.3782,-0.25057,-0.34637,-0.028112,12.427,0.2272,0.99814,-1.0663,-0.83536,-0.61892,-0.28158,0.77946,0.35231,1.6789,0.057366,-0.04111,-0.27029,-1.1251,0.11733,-0.61877,-0.78639,16.241,-1.0359,1.3,0.014854,0.92618,-0.24231,0.054089,-0.39964,-0.43716,1.078,-0.33802,-0.32081,-0.27505,-0.4856,-0.57093,-0.14289,-0.11818,-0.14925,-0.44808,-0.21411,-0.23478,-0.055326
