2.7102,16.042,-0.94436,1.2359,-0.015124,9.152,5.571,1.2771,1.7804,-3.6443,0.71999,4.2381,-0.8151,0.15788,-0.01465,5.6244,0.41707,-0.82402,1.9007,-0.33704,1.3224,-0.15263,0.095283,-0.32344,5.4401,-2.2722,0.79861,1.923,0.49318,2.329,0.65987,4.1114,0.5146,2.6733,0.23352,2.7873,1.1934,0.47047,40.721,-0.34853,9.3121,0.25326,6.5787,-0.61588,2.5131,0.13843,-0.18588,13.049,-0.18732,0.33637,0.12594,0.22927,-0.10987,-0.84822,-0.25312,1.3733,-0.85658,-0.31505,-0.29842,0.53688,0.0065762,-0.12934,-0.83936,-0.24459,0.015525,0.16776
2.6948,26.552,0.31529,2.7279,-0.17094,12.075,11.244,2.4822,2.6728,1.5081,0.24726,4.3721,-1.6826,0.49365,0.69673,6.5198,0.97156,-1.3197,2.8255,-0.10945,2.4256,1.0641,0.52373,-2.0777,17.154,0.40804,2.7861,3.2793,-1.2399,7.4235,1.2681,5.7916,0.21269,4.6444,1.6659,3.5129,2.9496,-1.4523,73.026,-0.21192,16.55,-0.1239,8.8779,-0.79909,5.0451,0.11018,-0.30538,17.813,0.096315,0.88578,0.15931,0.13085,-0.23477,-1.6196,-0.35811,1.9578,-1.3349,-0.077976,-0.3385,0.56709,-0.039001,-0.26643,-1.4886,-0.38086,-0.20759,-0.019999
-4.106,20.598,-2.6271,2.4053,-0.010305,9.8992,7.75,3.7285,2.9146,26.846,-0.37799,2.7209,-1.561,0.41146,0.027935,1.4123,-0.0080864,0.19721,2.2686,-0.61987,3.592,1.5276,1.5981,-0.52512,16.364,-2.9464,4.0532,2.2306,0.13433,3.989,5.6766,1.887,-0.45645,4.6643,1.3538,4.9657,1.5565,-0.71796,53.764,0.051641,11.495,-0.39292,7.0159,-1.0318,4.3532,-0.17225,-0.56178,9.5945,1.013,0.83207,0.10506,-0.16927,-0.31477,-0.065599,-0.17666,2.6536,-0.83911,-0.29466,-0.37118,0.10849,0.056732,-0.51471,-0.83003,-0.47478,-0.21397,0.38494
0.87949,18.532,-3.0776,2.0658,-0.023745,8.8008,6.7134,3.3865,2.303,22.428,-0.13857,0.84335,-1.3009,0.39881,-0.13013,1.7371,0.30208,0.042838,2.4925,-0.73982,4.8376,0.86098,2.9258,1.6474,15.009,-5.6218,3.8744,1.612,2.089,2.7609,10.383,-1.3151,-0.22147,5.2098,1.5266,5.3446,1.048,-1.1318,51.787,0.70351,13.093,-0.74152,5.6375,-0.40696,4.188,-1.1482,-0.33752,8.3711,3.1959,0.77104,0.10347,-0.12089,-0.23543,-0.32979,-0.41487,2.4666,-0.8572,-0.51419,-0.5478,-0.020991,0.092665,-0.23211,-1.0274,-0.31415,-0.19077,0.54867
7.0019,14.957,-4.6239,2.0784,0.061014,5.5386,6.1489,0.22129,0.69123,17.278,-0.17089,-3.3643,-1.7041,0.45724,2.2714,0.54696,-1.4974,0.34824,3.8371,-0.90703,5.2009,0.9293,2.577,3.6105,12.149,-4.1531,3.6035,3.078,5.3691,2.5164,10.564,-1.0304,-0.58394,5.6478,0.99633,4.4706,1.3022,-0.90174,42.395,0.55882,9.7085,-0.16348,3.8093,-0.82593,3.7034,-1.3864,-0.31598,7.7134,2.4499,0.5071,0.0038082,-0.14255,-0.11818,-0.10183,-0.52321,2.5946,-0.93703,-0.77126,-0.80604,-0.1115,-0.12331,-0.23766,-1.1122,-0.24549,-0.25474,0.52172
4.1467,23.959,-3.0558,2.0884,-0.3117,11.057,5.6031,0.16484,0.34983,14.626,-0.57105,1.0657,-2.327,0.86688,-0.20788,0.053163,-0.66449,-0.30603,2.1259,-0.71864,6.1187,1.5736,2.19,4.5589,11.322,-6.396,5.6008,5.8158,3.1282,1.6598,10.813,-4.2042,-0.95322,5.596,1.2468,5.0117,1.7418,-0.118,39.862,-0.18918,17.179,0.99575,4.0073,-0.9178,3.5335,-1.0586,0.19828,11.41,3.7083,0.57952,-0.12022,-0.21991,-0.25993,-0.56824,-0.46593,3.5067,-0.47876,-0.92057,-0.87443,0.13274,-0.17527,-0.18548,-0.49492,-0.53253,-0.069456,0.60649
0.19109,24.345,-2.5895,2.3045,1.3789,7.2191,6.2111,0.061999,0.949,13.273,0.038389,2.009,-1.6247,0.76198,1.7074,-1.8307,-0.82311,0.63886,2.4527,-1.2198,4.7325,0.13672,1.442,4.9584,11.239,-1.1824,2.5221,5.8027,2.4467,1.0744,10.962,-2.3116,0.53365,3.3698,1.0139,3.2229,0.34838,0.45517,32.498,0.61895,21.862,2.0582,3.1184,-0.72855,3.3599,-0.56427,0.32967,13.104,5.0923,0.72546,-0.085523,-0.017243,-0.28523,0.63674,-0.52713,3.1799,-0.66958,-0.71163,-0.45865,0.28807,-0.096168,-0.09747,1.1112,-0.21156,-0.078065,0.48728
-0.82688,16.896,1.3909,2.4635,1.6824,9.5746,6.7764,-1.0428,1.7566,11.911,0.67722,1.5335,-1.5203,0.67384,4.4782,-1.8069,-0.41612,0.41101,-0.073787,-0.65548,0.61037,0.89794,1.8226,5.1633,14.547,3.644,3.4578,4.8274,0.36761,0.017939,9.9075,2.6694,1.3689,3.1177,2.6297,-0.48118,0.19927,0.28321,26.726,0.90835,16.356,1.8152,1.9363,-0.2826,3.1731,-1.5585,-0.30582,3.624,3.0542,0.50042,-0.34335,-0.50873,-0.34952,0.34054,-0.55593,1.8854,-0.75466,-0.50582,-0.45793,-0.16307,-0.22439,-0.11294,0.83162,-0.2891,-0.039999,0.42179
-5.0864,25.776,-0.5982,2.563,1.3489,6.9081,3.7553,-0.34118,0.88636,10.294,-0.4734,1.9041,-1.8104,0.79793,2.0311,-1.888,0.46977,0.49073,-0.4259,-0.072458,0.55434,1.8872,2.1254,3.4215,12.392,4.7975,3.5317,4.008,0.26456,-2.4985,8.1836,0.99974,0.78018,4.4888,1.4885,-1.2308,-0.085276,0.042718,22.764,0.15983,24.022,1.35,1.4536,-1.1374,2.552,-1.3797,-0.10158,12.083,3.9834,0.4981,-0.37021,0.18069,-0.26516,0.25585,-0.65697,3.0685,-1.1533,-0.81944,-0.75313,0.2182,-0.2018,-0.13171,1.0329,-0.63163,0.080809,0.65091
15.125,20.573,-0.15921,3.1592,2.4033,6.1087,4.2799,-0.34295,4.7185,8.5531,0.035835,1.7897,-3.3477,0.80809,-1.8043,-2.0312,-0.37871,-0.0063369,-1.1479,-0.14999,1.7948,7.3892,2.1262,0.65627,9.5358,7.0656,4.0029,3.1055,2.8906,-2.1324,6.0751,-1.1188,-0.10173,2.3721,0.93306,-0.50596,-0.76415,-0.29782,19.75,0.75182,32.026,1.2976,-1.9472,-1.1103,2.3928,-1.0967,-0.57608,22.61,3.5848,0.091855,-0.38724,-0.0097067,-0.27321,-0.39461,-0.55067,3.8593,-1.3483,-0.81235,-0.84692,0.030358,-0.1456,-0.071133,0.53285,-1.047,-0.13597,0.53087
28.868,14.683,-1.4518,2.3225,3.2594,-1.5978,3.5594,0.18296,5.1347,3.423,0.022927,-3.7146,2.3934,0.3515,-2.4254,-2.2525,-2.2044,1.7642,1.5003,-1.2465,3.1264,3.6668,1.139,1.2743,9.1426,2.0231,1.0492,1.9712,2.9448,3.6382,5.4707,-0.85551,-0.20458,26.484,-0.26443,-1.9731,-0.63934,-0.30875,16.731,0.64995,21.547,1.1822,3.9733,-0.49624,2.3108,-1.0662,0.28508,21.319,4.0235,1.2758,-0.099371,0.25312,-0.32068,0.31243,-0.66869,2.8715,-1.3233,-0.83635,-0.40382,0.61426,-0.088358,-0.52955,1.0562,0.46953,-0.32572,0.39318
19.181,13.342,1.1969,1.7686,2.3517,-10.66,3.4138,-0.35141,0.27959,2.0738,-0.42961,-4.0526,4.3124,0.82823,-1.4556,1.0649,-3.0791,1.537,0.64664,-1.4679,1.7369,3.8061,2.1242,1.225,7.4795,2.3812,2.1473,1.3495,1.6149,4.926,4.8791,0.10029,-1.0205,58.215,0.98388,-5.1365,0.47214,-5.2131,12.038,1.1625,13.121,0.74258,8.2022,-0.61857,1.9154,-1.514,0.022947,26.775,5.7438,1.4342,-0.0040182,-0.36915,-0.5101,-0.49618,-0.91597,2.3828,0.078555,-0.61696,-0.37383,0.52242,-0.25547,-0.68847,0.87658,0.65302,-0.42023,0.44584
16.603,12.979,1.7934,2.942,1.5742,-12.392,4.2113,-0.62643,-2.3495,2.0801,-0.87593,-3.633,0.92049,1.0641,-1.0491,7.2068,-1.4741,0.11431,1.2547,-1.4531,1.9633,5.1809,2.1949,3.1848,5.7254,1.8506,3.8842,0.8676,2.7777,4.1516,4.53,0.86685,-1.2007,50.324,1.4075,-4.2337,-0.41752,-4.5052,12.313,2.3196,11.585,0.32998,9.2632,-1.0002,1.7739,-0.55537,-0.33564,22.973,2.7602,0.69217,-0.13133,-0.33641,-0.42042,-1.6363,-0.67728,2.9936,0.61658,-0.45286,-0.3101,-0.124,-0.21532,-0.36261,0.92191,-0.40608,-0.39851,0.62597
