0.10702,1.0616,0.06662,-0.23663,0.37556,0.3307,3.2884,3.9002,-0.55468,-0.22045,4.3159,0.00084897,-0.022157,-0.99463,3.2692,1.202,0.64682,-0.024426,0.68139,0.31944,-0.068449,0.03127,-0.14507,1.3495,-0.65484,1.9183,-0.54782,0.096709,-0.44197,-0.1534,0.085805,0.51407,-0.36451,-0.49931,-0.51367,-0.7466,-0.96666,1.2289,1.8419,0.10772,1.1509,1.4938,-0.45184,-0.16321,-0.43782,-0.050745,0.11212,1.0746,1.5461,-0.32418,-0.48774,1.7176,0.46593,0.57393,0.14362,0.27829,0.032514,-0.57499,-0.76439,0.49372,-0.30332,0.2883,-0.53905,0.80835,-0.56476,-0.37423,-0.50647,-0.68032,-0.25808,-0.22678,0.49722,-0.13471,0.031259,0.86981,-0.44893,0.14277,-0.39337,-0.080603,-0.35702,0.37726,-0.29553,-0.61894,-0.31991,0.10571,-0.28863,-0.15635,-0.16325,-0.1606,0.010065,-0.28867,0.10435,-0.17698,-0.1609,-0.45716,-0.11684,1.832,0.22984,-0.070045
1.4914,2.8454,-0.52816,0.1426,0.24676,4.2162,5.6595,4.9975,0.17247,-0.62499,4.9575,0.69035,0.37145,-1.1128,6.0153,1.888,1.0944,0.32451,1.0257,0.31193,0.15493,-0.25285,-0.928,1.9585,-0.7002,4.252,0.79509,0.15047,-0.96919,-0.53057,0.12462,0.74737,2.1026,-0.69499,-0.61029,-1.1658,-0.15152,0.80741,3.758,-0.55742,2.16,3.0558,-1.1639,-0.79593,-0.53885,-0.1708,-0.09306,1.1937,3.4092,-0.41941,-1.3609,3.3999,0.24688,1.9271,0.76247,0.39575,-0.20514,-0.89067,0.68148,1.8657,-1.5173,0.51159,-1.5787,1.2542,-1.2239,-0.6974,-1.3494,-0.57036,-0.6721,-0.39861,0.72713,0.06942,-0.10278,1.33,-0.91406,0.33936,-0.61513,0.30336,-0.28825,0.34058,-0.026436,-1.3814,-0.61571,0.0027201,-0.36225,0.21647,-0.13967,-0.14971,0.0024836,-0.40179,1.3837,-0.37527,-0.61802,7.3939,0.044211,1.8197,0.19779,-0.3873
1.7089,1.8689,-0.77569,1.4545,-0.25436,2.9497,3.7136,3.2922,1.4712,0.27845,2.3271,0.36163,0.08601,-0.3174,3.4288,2.2799,0.75584,1.0973,0.34394,0.9444,0.0089626,0.012066,-1.4407,3.5878,-0.33217,2.3881,1.3216,-0.75098,-0.4663,-0.40815,0.093661,0.7754,6.9458,-1.0481,-0.27986,-0.58541,-0.513,0.92808,1.8481,-0.22694,2.5227,2.0595,-0.46598,-0.6202,-0.6637,-0.58572,-0.26498,0.7858,1.7912,-0.38528,-1.5297,1.9812,-0.37347,1.8655,1.4459,-0.13857,-0.1755,-0.53171,-0.81465,1.0901,-3.0352,0.46659,-1.2806,0.33044,0.096195,-0.34876,-0.97196,-0.022982,-0.31533,0.17111,0.44682,-0.015136,-0.1477,2.2469,-0.67732,0.028676,0.040086,0.84602,0.083593,-0.24961,0.53994,-0.75391,-1.064,-0.064992,-0.24741,-0.74459,0.12238,0.019947,-0.069944,-0.044019,0.88652,-0.52528,-0.64368,11.029,0.096817,4.6546,0.30227,0.10151
0.74759,1.7567,-0.44993,0.83156,0.2522,2.5659,3.4821,4.1622,1.6702,-0.48079,4.2638,0.24589,0.10057,-2.1817,4.6304,0.12983,1.1268,0.44326,0.49453,0.3307,0.20862,-0.3064,-1.0898,0.78387,-0.82863,3.6355,1.9888,-0.076171,-1.5986,0.1366,0.21572,0.67431,8.3468,-1.075,-0.42413,-1.6215,-0.28504,0.0011836,2.8875,0.24684,1.7932,2.3949,-1.0759,-0.96982,-0.20101,-0.10772,-0.11838,0.79706,1.7615,-0.40833,-1.1007,3.3208,-0.49226,2.0896,0.61965,-0.0069031,-0.085165,-0.32248,0.0056076,1.3582,-1.1774,0.040573,-1.3513,0.99231,0.75482,-1.0042,-2.7275,-0.70433,-0.77625,-0.78036,0.4822,0.093029,-0.18673,-0.44357,-0.86646,0.51153,-0.29098,2.9161,-0.068512,0.068495,0.14934,-0.92085,-0.26528,-0.095349,-0.13832,0.56009,-0.15468,-0.47969,-0.083782,-0.46057,0.18397,-0.35415,-0.70974,7.2635,-0.037733,1.6844,-0.58561,-0.68085
0.51684,1.8608,0.89669,0.91388,0.6705,2.7618,3.164,3.4486,1.2359,0.15524,4.71,-0.32758,0.10556,-1.2214,3.2444,1.0679,0.62148,0.61119,0.59638,0.24139,1.7266,-0.038608,-0.80029,1.2366,-0.75699,2.3572,2.4156,0.54932,-1.3868,-0.39731,0.53815,0.60414,8.311,-0.18039,-0.24529,-0.61457,-0.34079,0.91857,1.5342,0.74599,1.6247,1.5124,-0.79226,-1.2152,0.66799,-0.44022,-0.12084,0.91907,1.2117,-0.35678,-1.3999,1.7846,-0.64771,0.74286,1.2306,0.10513,-0.14659,-0.77037,0.0067003,0.67298,-1.6639,0.30329,-0.9694,0.73635,0.78699,-1.5273,0.15819,-0.33247,-0.76357,-0.53171,0.84854,1.1859,-0.2504,1.9497,-0.97203,0.17022,-0.00758,1.5882,-0.20633,-0.2042,0.67509,-0.46714,-0.47774,-0.3684,-0.054455,-0.57479,0.20363,-1.7913,-0.20045,-1.6684,0.13829,-0.47052,-0.89296,7.9111,-0.27285,2.9373,-0.5491,-0.47125
0.15178,1.9061,0.94991,1.1396,1.4211,2.6739,2.8128,2.9125,0.33058,0.69438,3.8963,-0.19816,-0.54411,-2.3044,3.227,0.12442,0.89975,0.91788,0.36449,0.13355,0.86848,0.078773,-0.28053,1.6369,-0.99101,3.1191,1.8552,0.70014,-0.86443,-0.37529,0.46773,1.0518,7.5689,-0.16469,-0.045797,-0.61379,0.57167,1.7787,1.9443,0.34766,1.33,0.89787,-1.3568,-0.77504,0.39238,-0.4774,0.35795,1.1214,1.5668,-0.59918,-1.5514,1.4461,-0.28397,1.4843,0.68396,0.03409,-0.23023,-0.71724,0.60307,0.41614,-1.4425,0.16259,0.013312,0.1138,-0.53986,-1.4435,0.88704,-0.81298,-0.69683,-0.74794,0.55749,1.0363,-0.25027,1.64,-0.95942,-0.054082,-0.51462,1.0222,-0.10042,-0.25415,0.21106,-0.52006,-0.72927,0.010197,0.33602,1.0824,0.43584,-2.1754,-0.24652,-1.2749,-0.3623,-0.3076,-0.47498,4.96,-0.42935,2.3614,-0.47793,-0.35511
-0.10437,1.4437,0.34846,1.3006,1.4159,2.5021,2.9373,2.5863,0.1536,0.69822,2.9526,0.34693,-0.56236,-1.8864,2.6398,-0.27138,0.89462,1.002,-0.14142,0.14098,1.2691,-0.28956,-0.52741,0.65949,-0.98806,2.7547,1.5654,0.72097,-1.1373,-0.24825,0.27774,1.0289,5.8373,-0.024089,-0.10163,-1.3271,0.94657,1.4455,1.8227,0.053164,1.291,0.62856,-1.3424,-0.99204,0.16823,-0.74125,-0.047529,0.43206,1.5309,-0.49719,-1.3857,1.3695,-0.65832,4.6546,0.049581,-0.18677,-0.0049713,-0.67936,0.53415,0.9441,-1.305,-0.01032,-0.53706,-0.27281,-0.073024,-1.1358,-1.0682,-0.66487,-0.54148,-0.72997,0.78673,0.59671,-0.22872,3.5774,-0.6037,0.29571,0.15285,0.96537,-0.25931,-0.57959,0.067149,0.1574,-0.83934,-0.074766,0.11058,0.69177,0.175,-1.4069,-0.035599,-1.0727,-0.32758,-0.26933,-0.60821,3.6967,0.040045,0.49707,-0.60817,-0.25112
-0.62071,0.82579,0.70865,0.99564,1.4417,2.6033,2.198,3.5522,-0.52137,0.51266,2.6817,0.29155,-1.5909,-2.4416,2.0271,-0.1647,0.52503,0.71053,-0.07046,0.83192,2.1,0.25962,-0.96378,1.6315,-0.081041,2.3353,1.0108,0.28125,-1.1846,-0.23086,0.26593,0.53929,5.0696,-0.90125,-0.041083,-1.3026,-0.47007,3.6055,0.93909,1.0108,1.2122,0.61679,-0.6837,-0.92788,-0.30249,-0.41213,0.18443,-0.015697,1.1666,-0.63058,-1.101,0.81208,-0.88543,3.0863,0.45376,-0.39254,-0.21992,0.71541,-1.3287,0.16662,-1.9947,0.10468,-1.4778,-0.36394,2.4282,-0.83249,-0.83529,-0.34469,-0.88659,-0.9482,2.1013,0.21975,-0.11768,4.041,-0.75061,-0.22953,0.044321,2.2657,0.14799,-0.49606,0.13491,0.044302,-0.81935,-0.14946,-0.27417,2.8773,0.17351,-0.072332,-0.49856,-0.73718,-0.38162,-0.47603,-0.79947,2.5133,-0.42834,3.2847,-0.8867,-0.57319
-0.31156,3.0697,0.91943,1.3254,-0.14402,4.8781,1.1188,1.4706,-0.26545,0.78434,1.5,-0.3716,1.2122,1.5447,1.7508,-1.2528,0.19979,0.2978,-0.14971,0.40736,4.8242,0.26852,-1.1177,0.68003,-0.13492,2.45,1.5407,0.33175,-0.97423,0.32187,-0.13701,1.1033,5.198,-0.62628,-0.54466,1.2768,1.0453,-0.92134,1.8285,-0.33686,0.16192,0.3958,-0.35325,-1.2989,0.25323,-0.2829,-0.19834,-0.52404,1.1602,-0.58727,-0.74048,1.7205,-0.82966,3.2899,0.44329,0.2938,-0.40064,1.9151,0.63937,0.052053,1.8413,0.70016,-0.52133,0.83163,6.8686,-1.2496,-1.3356,-1.0338,-0.98453,-0.93337,2.2472,0.55623,-0.14355,1.3257,-0.77729,-0.27942,0.013389,-2.2429,-0.83131,-0.57814,0.11194,0.04791,-0.57337,-0.40989,0.17676,4.2206,0.10403,-0.10154,-0.27082,-0.65343,-0.24069,-0.53899,-1.0952,9.9137,0.0082288,-0.55815,-1.4445,-1.0492
-0.85605,2.6881,0.29448,1.5451,-0.6716,4.9007,1.4676,0.54853,-0.66696,1.0188,0.83846,-0.60236,5.8728,1.2896,1.0561,-1.1879,2.7041,-0.059858,-0.55941,-0.16525,4.1919,0.46996,-1.27,0.64993,0.0054049,2.3052,0.82375,0.48168,-0.71851,0.092531,-0.013335,1.0134,4.3592,-1.5754,-0.75967,1.3318,0.55084,-1.1559,1.4898,-0.37294,-0.22977,-0.6141,-0.94497,-0.91992,0.36967,-0.34636,-0.33717,-1.2176,0.89787,-0.51806,-1.0027,1.8274,-1.2367,2.1241,-0.041729,1.4981,-0.33387,2.9276,-0.10349,0.35883,2.8661,0.085202,-0.26457,1.5919,8.9342,-0.90953,-0.16335,-1.3161,0.046624,-1.2146,1.3986,1.2575,-0.15906,1.4228,-0.48705,-0.1074,0.01312,4.95,-0.23645,0.21279,1.5006,-0.34857,-1.0395,-0.72183,0.15026,1.3083,0.25598,0.15062,-0.3814,2.0571,-0.53523,-0.58957,-0.77969,11.328,-0.08707,-0.99199,-1.8962,-0.37835
