-0.085626,0.25839,0.84746,-1.5448,0.53535,-0.28719,-0.29659,0.58311,0.19092,-0.086718,6.5472,20.907,0.91727,-0.066851,0.63033,1.4987,-0.52567,1.3362,0.21161,3.3021,0.12386,-2.6637,1.8168,0.0072133,0.51122,-0.52864,3.1119,-0.065301,-0.1491,14.074,1.7503,-0.59013,0.37329,-2.2079,-0.68285,2.6839,-1.0795,0.2242,5.0496,-1.0274,-0.64061,-0.48863,13.985,1.908,0.14706,-0.20347,0.69475,-0.58839,0.28133,-0.37047,-0.62454,0.086731,1.6306,0.69554,0.19433,0.2445,-0.59827,-0.50687,0.71365,0.2151,0.40566,-0.58765,-0.30589,-0.16543,1.2842,-1.1181,-0.13368,-0.22917,2.2979,0.37085,0.11917,0.093461,0.5896,0.40843,-0.034306,0.61917,-0.19361,-0.33224,-0.26224,-0.57046
-0.057752,0.31779,1.9256,-2.4351,0.17847,-0.63992,-0.6979,1.4295,0.053534,1.3784,12.09,38.023,1.2102,0.059021,1.1982,2.3617,-0.6734,2.431,-0.36141,5.3016,0.32756,-4.712,3.6397,-0.064128,0.9565,-0.71691,5.332,-0.24331,-0.24257,24.191,2.9447,-1.3294,0.76571,-3.7166,-1.1042,4.8336,-2.8997,0.20529,8.8461,-2.3832,-2.5042,-1.316,25.441,3.0152,0.26637,-0.52704,1.177,-1.5975,0.43005,-0.51535,-2.2519,0.1349,2.499,0.64838,-0.071695,0.87867,-1.2681,-0.95539,3.5666,0.35887,0.58257,-0.81715,-0.66194,-0.43709,2.1407,-2.1859,-0.48816,-0.92522,5.89,0.50857,-0.12649,-0.13372,0.81196,0.84948,-0.20371,1.197,-0.21858,-0.51087,-0.50271,-1.0782
-0.22347,0.38333,0.25653,-1.7662,-0.12711,0.21387,-0.57689,1.4731,-0.33039,8.628,8.7079,25.636,0.094091,-0.5609,0.9229,1.575,-0.29657,1.4529,-0.56473,3.8885,-0.14216,-2.8086,1.7246,-0.46321,0.78247,-0.64699,3.1007,-0.51557,-0.62416,14.758,1.9424,-1.1808,0.37054,-2.3362,-0.53798,3.2702,-0.7877,0.11336,4.3539,-2.4133,-3.1451,-1.2224,12.748,1.8994,0.012416,-0.13384,0.64862,-1.5699,-0.51291,-0.58626,-3.8574,0.18333,3.038,-0.29973,-0.55545,-0.11045,-0.97404,-0.86973,3.6395,0.54802,0.2941,-0.71218,-0.4886,-0.25529,1.4476,-0.97812,-0.44887,-0.73946,6.1114,0.47489,-0.87731,-0.2238,0.067955,0.1353,-0.56266,1.1306,-0.15468,-0.49567,-0.23142,-0.89128
-0.26943,0.11085,-0.12152,-1.7362,-0.45633,0.32659,-0.67155,1.576,-0.67643,7.4514,8.5793,25.813,0.79985,-0.24268,0.63464,1.8079,-0.2239,1.2342,0.99161,3.9646,0.33299,-2.9317,2.2946,-0.28267,1.1215,-0.87126,2.8671,-0.45377,-0.502,14.39,1.8439,-1.1889,0.37859,-2.1772,-1.5573,3.2185,-0.27929,0.1213,3.6851,-1.8948,-2.6271,-1.3853,16.112,1.6134,0.10773,0.18178,0.47457,-1.6609,-1.704,-0.51726,-2.0508,-0.01828,3.1758,-0.607,-0.56691,-0.25388,-1.0494,-0.74123,4.1779,0.44414,0.1336,-0.64371,-0.5771,-0.129,1.0686,-1.5549,-0.53845,-0.86489,5.6716,0.64378,-0.51857,-0.45059,-0.18533,0.23824,-0.36767,0.84359,-0.24688,-0.38412,-0.27392,-0.85288
-0.36958,0.33868,-0.2494,-1.4928,-0.024602,0.1101,-0.7128,1.5368,-0.88375,5.87,6.6326,21.835,0.94074,-0.47009,0.78024,1.7319,-0.14815,1.4016,0.20066,2.0643,-0.35666,-1.6759,2.3701,-0.10793,0.93512,-0.84226,2.4182,-0.4265,-0.33531,11.18,1.62,-1.0764,0.57772,-1.1269,-0.2493,2.3562,0.10471,-0.030351,3.0983,-1.3674,-1.3925,-1.2916,11.847,1.3597,0.34165,0.029573,0.72894,-1.815,-1.4662,-0.57372,-1.6751,0.15772,2.0975,-0.68352,-0.31157,-0.24913,-0.35322,-0.60776,2.7808,0.56103,-0.14958,-0.61403,-0.4084,-0.14878,0.87525,-1.1381,-0.52314,-1.3028,5.1129,0.73907,-1.1313,-0.26345,-0.686,0.047049,-0.30153,0.72509,-0.2215,-0.38665,-0.21874,-0.84187
-0.40622,4.4933e-05,-0.13188,-1.3796,-0.26967,0.1776,-0.49762,1.5488,-0.85507,3.9393,5.6696,18.898,0.83708,-0.79874,0.94306,1.5898,-0.067557,1.1541,1.3364,1.7582,-0.22313,-2.1117,2.1577,-0.10922,1.0001,-1.0192,2.8592,-0.48156,-0.55479,8.7401,1.5152,-1.1412,0.29099,-1.4019,-0.50804,2.3262,0.062736,-0.10746,4.4983,-1.3153,-1.1723,-1.2827,8.7955,1.4898,0.012482,-0.39642,0.76168,-1.6956,-1.8554,-0.67032,-1.7738,0.091935,2.5912,-0.68543,-0.35084,0.23763,-0.65428,-0.5826,3.6433,0.57982,0.069628,-0.84175,-0.60882,-0.11573,0.50202,-0.4401,0.026277,-1.3797,5.1585,0.93836,-0.73539,0.25905,-0.27839,-0.21911,-0.3042,0.87987,-0.33698,-0.53547,-0.42858,-0.93751
-0.3178,-0.38161,-0.30052,-1.4284,-1.0595,-0.56534,-0.48907,1.3112,-0.86468,4.3271,5.1175,16.95,1.4693,-0.58232,0.70065,1.2587,-0.22334,0.61429,2.1685,1.6464,-0.031245,-1.6957,2.2815,0.1212,1.286,-0.89818,2.0491,-0.4364,-0.61149,6.0718,1.1013,-1.0582,0.39118,-0.56687,-0.58669,2.3183,0.39876,0.17991,3.5994,-2.0285,-1.9914,-0.65967,11.352,0.68346,0.17954,0.47924,0.48924,-1.9864,-2.4919,-0.52143,-0.57435,-0.089721,3.535,-1.2028,-0.54278,0.5261,-0.95751,-0.55447,3.6178,1.4133,-0.21564,-0.99129,-0.64834,-0.017315,0.38436,-1.2749,0.52043,-2.2155,3.4608,1.0524,-0.17551,0.25284,-0.19579,0.095869,-0.72225,0.63102,-0.39224,-0.37494,-0.43474,-0.80618
-0.13958,-0.18274,0.36076,-1.1523,-0.37309,-0.15976,-0.82535,2.3593,-0.63077,2.292,4.6038,14.603,1.159,-0.26274,0.97125,2.1289,-0.072244,1.2965,1.6309,1.7981,-0.088069,-1.7254,1.7391,0.27881,1.3611,-0.80733,1.8487,-0.45348,-0.37869,5.0369,1.1024,-1.1117,0.45938,-0.76922,-0.54803,2.9726,1.6703,0.50626,4.7214,-1.5273,-1.6312,-0.7688,7.6169,0.10991,-0.047038,1.1246,0.30064,-1.5236,-2.0571,-0.44073,0.62821,0.075502,2.1328,0.23339,-0.57201,0.28322,-0.56456,-0.73083,4.0851,1.4978,0.18527,-0.95942,-0.5769,0.017733,0.32695,-0.93377,-0.22618,-1.3536,4.3492,0.15588,-0.48386,-0.25977,-0.5222,0.044205,-1.3306,0.13212,-0.29889,-0.34632,-0.44238,-0.70891
-0.046621,0.28879,0.049626,-1.1346,0.40802,0.099636,-1.0624,2.3423,-0.75342,1.0539,3.8037,12.772,0.2273,-0.20309,0.6838,1.9934,-0.19829,1.9276,1.6027,0.73736,-0.014326,-1.6195,0.69806,-0.10819,1.5914,-0.77193,1.4412,-0.54043,1.0162,4.2663,1.5835,-1.2096,0.21673,-1.392,-0.94367,2.1817,2.9161,0.078364,5.2659,-0.20379,1.2267,-1.2655,2.1101,0.23087,-0.68785,0.77181,0.1626,-1.567,-1.6086,-0.53058,1.1529,0.24982,1.1524,0.7209,-0.54595,0.3081,-0.15843,-0.73208,3.0448,1.1704,0.53006,-0.68751,-0.3525,-0.07555,0.3325,-0.16692,-0.92934,-0.94867,5.5033,0.19939,-0.9479,-0.27949,-0.5865,0.059097,-1.384,0.078585,-0.21553,-0.3806,-0.33693,-0.7036
0.50777,0.44467,-0.055214,-1.5677,-0.38238,-0.53743,-0.96505,2.0204,-0.65953,-0.3837,3.119,10.367,-0.072152,-1.3253,0.85648,5.3726,-0.45688,1.3417,2.5925,0.094129,0.3099,-1.1891,-1.0133,-0.10217,0.95185,-0.89841,1.4048,-0.2759,1.7428,2.3253,1.3816,-0.79358,-0.21783,-1.2248,-1.1671,0.59377,6.1276,-0.04462,6.309,-0.3915,1.7377,-2.0749,0.091039,0.82502,-0.59032,-0.31531,-0.34239,-1.4671,-1.3965,-0.18346,0.85868,0.28906,0.63692,1.6892,-0.39884,0.41071,-0.19363,-0.34382,1.9564,0.11723,-0.016271,-0.34645,-0.37335,0.51195,0.40024,-0.19853,-1.0651,-0.73057,5.1884,1.0609,-0.93319,-0.089146,-0.32651,0.31298,-2.2558,0.90586,-0.075306,-0.47014,-0.31777,-1.0278
