-0.62269,0.3137,-0.022767,-0.3517,0.52824,-0.13517,-0.31167,0.553,3.0085,0.52773,0.071238,0.3815,-0.083596,0.17185,-0.17313,-0.46488,-0.092404,-0.32195,0.44832,1.7631,-0.043781,-0.23752,-0.96699,-0.4804,0.2639,-0.17943,-0.24237,-0.8606,0.2996,2.0421,-0.23681,0.19428,0.63385,-0.20391,-0.38528,-0.23334,-0.023484,-0.038451,-0.46538,0.50794,-0.50682,-0.09557,-0.21099,-0.075133,-0.39617,-0.61516,0.040819,-0.11647,-0.38947,-0.20137,-0.36656,0.99136,0.0014469,0.59869,-0.72219,0.28091,-0.35235,-0.13315,-0.32965,-0.69775,-0.56135
-0.73492,-0.10216,-0.0062513,-0.61744,-0.30325,-0.54353,-0.62015,0.7101,4.0415,0.13586,-0.45124,0.5706,-0.13209,0.31832,-0.57938,-0.83357,-0.44815,-0.47739,0.15036,2.5483,0.48726,-0.67374,-1.9709,-1.1783,0.62007,-0.14148,-0.58912,-1.5431,0.84467,1.8004,-0.87969,0.2274,1.0488,-0.80265,-1.3674,0.072229,0.61715,0.15338,-1.142,0.39424,-1.3033,-0.1951,0.84586,-0.20287,-0.44936,-0.75834,0.64776,-0.21893,0.87063,-0.31155,-1.7936,0.27945,0.11413,-1.2284,-1.3871,0.40535,-1.3951,-0.46449,-0.94921,-1.0912,-0.85516
-0.87792,1.1899,-0.17721,-0.46257,0.10981,0.046403,-0.68338,0.96547,3.9549,0.38758,0.49728,0.097486,-0.28926,1.3632,-0.30226,-0.65515,-0.26585,-0.17195,0.59512,-0.055722,0.31983,0.066668,-2.0207,-0.69714,-0.6897,-0.83566,-1.0854,-0.87501,0.78047,3.8916,-0.81214,0.27261,0.72574,-1.0628,-0.57857,-0.79726,0.50767,1.0642,-0.50427,0.071723,-1.5694,-0.10053,1.1079,-0.28777,-0.53556,-1.2656,0.55314,-0.20694,-2.5283,0.23128,0.15055,4.1636,0.032822,0.31145,-0.61506,-0.38094,-0.74775,-0.11387,-0.079503,-0.85413,0.42312
-1.0949,2.2419,-0.45275,-0.082008,0.24177,-0.19933,-0.83523,1.6026,4.3514,1.0702,2.4781,-0.41062,1.4917,2.2063,0.4597,-0.73662,-1.1554,-0.28428,-0.42647,2.22,0.42831,1.2938,-2.9081,-0.85119,-0.24173,-0.89727,-0.43629,-1.7753,-0.049027,3.668,-0.22071,-0.0024549,0.32329,-0.58945,-1.0674,-0.18942,-0.087592,0.23571,-0.50299,-0.11162,-1.4368,-0.17778,-0.37968,-0.52689,-0.99125,-2.0757,-0.2708,-0.25349,-1.5734,0.13817,0.2504,3.6507,0.3457,0.63763,0.14822,1.576,-0.60237,-0.81168,0.96004,-0.64008,-0.66203
-0.23033,1.1603,-0.63461,1.4072,-0.6199,-0.65114,-0.84917,1.071,3.2713,0.81718,0.91401,-0.78354,3.2494,2.188,1.8988,0.6107,-0.90995,-0.36803,-2.5248,0.63858,1.8735,0.25283,-3.6169,-1.8984,-0.52546,-0.88917,-0.42706,-1.8363,-0.50547,1.8941,-1.2698,0.090328,-0.002851,-0.82923,-0.71981,-1.0008,2.025,-0.93921,-1.0908,-0.85441,-1.1315,-0.29155,-1.0662,-0.41717,-1.0452,-2.0005,-1.4576,-0.16403,-3.7132,-0.47149,3.6663,2.1604,0.73881,0.17804,-0.39558,3.046,-1.1715,-0.5621,-0.38586,-0.78179,-0.45632
-0.80796,0.75708,-0.76381,0.71865,-0.21569,-0.62884,-0.78901,0.78974,2.4961,0.33744,0.67273,-0.26449,3.6936,1.7907,1.4911,0.76991,-1.4694,-0.40902,-2.4246,-0.7693,1.5171,0.12073,-4.6655,-1.0433,-0.99237,0.45711,0.067618,-2.3025,-1.0062,-0.38649,-1.2601,-0.0042506,0.52591,-1.0003,-1.0849,-1.3512,2.1315,-0.85956,-1.4126,-0.97207,-1.3075,-0.39949,-0.28387,-0.53545,-0.062963,-1.4157,-1.1432,-0.004762,-5.6719,-0.9202,3.9429,1.7446,1.1444,-0.71767,-1.4406,4.8199,1.268,-0.83482,-0.33168,-1.1418,-0.66065
-0.70465,0.43907,-0.076858,0.49168,-0.20122,-1.0187,-0.64107,0.062613,1.298,0.34533,0.25307,0.051858,4.1033,2.1928,0.81958,0.84109,-1.6548,-0.29235,-2.4984,-1.5575,1.7076,-0.019298,-4.4824,-0.98323,-0.40435,-0.016106,0.12487,-2.0173,-1.1038,-1.6632,-1.0419,-0.082937,0.60795,-0.60264,-1.0707,-2.2688,0.88027,-1.4558,-1.0725,-0.9953,-2.7299,-0.26925,-0.075018,-0.46256,0.39882,-0.71499,-0.89412,-0.11659,-5.6678,-0.4919,2.4239,0.9765,0.98863,-1.7552,-0.3521,5.2582,0.45996,-1.0795,-0.28543,-1.2256,-1.641
-0.38031,-0.018545,-0.34342,0.67464,-0.30464,-0.77901,-0.54991,0.26921,1.032,-0.2824,-0.14532,-0.33319,0.99302,0.88732,-0.039496,1.224,0.34073,-0.27211,-2.1137,0.91655,1.5495,-0.084777,0.061576,-1.1813,0.18731,1.9233,-0.63454,-1.6827,0.60644,-0.17497,-1.1196,-0.58314,1.1849,-0.30191,-0.55254,-0.75056,0.81798,-0.68647,-0.55949,-0.92726,-1.8433,-0.33847,1.211,-0.30781,0.95612,0.46418,0.35061,-0.16013,0.84499,-0.12876,0.51519,0.37758,-0.19682,-1.8204,-0.079025,3.6846,-0.61109,-0.63558,0.29281,-0.74576,-0.98116
-0.48937,-0.10324,-0.32258,0.24807,0.088943,-0.7905,-0.47654,0.27661,1.1589,-0.52858,-0.11206,0.36267,0.04264,0.85076,-0.57059,0.74021,-0.030371,-0.11702,-0.59186,1.1507,0.77408,-0.053586,-1.0871,-0.80908,0.19665,1.4345,-0.61397,-2.0349,0.62912,-0.56773,-1.5816,-0.50384,1.78,-0.45684,-0.684,0.054349,0.076451,-0.26433,-0.72014,-0.74764,-0.81018,-0.3357,1.1355,-0.33467,0.60498,0.95357,0.45524,-0.20738,-0.87256,-0.12104,-0.39947,0.60106,-0.090605,-0.66816,-1.1499,2.9158,-0.293,-0.70707,0.29786,-0.71699,-0.62337
-0.79127,-0.49393,-0.31991,-0.24889,-0.4459,-1.2597,-0.33216,-0.080139,0.67342,-1.3206,-0.37153,1.7802,-0.82607,0.15196,-0.80718,0.19585,-0.054708,-0.11245,3.3159,0.18257,0.1129,-0.096832,-0.216,-0.94043,0.015984,2.3063,-1.3313,-1.6934,1.0659,-0.84226,-1.4303,-0.55235,1.4762,-0.30791,-1.4881,0.34401,0.60303,0.72506,-0.50775,-0.71006,-0.65624,-0.34609,1.434,-0.51122,1.4118,2.1148,0.71077,-0.1977,1.2089,0.008959,-1.0051,0.3045,-0.12783,-0.75862,-0.8215,1.4286,-0.674,-0.43542,0.73011,-0.43786,-0.62531
